timestamp,tick_dir,fib_zone,rsi,sar_dir,target_price
2026-05-10T10:55:05.229883+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:09.977107+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:10.030830+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:10.121495+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:10.189512+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:10.265361+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:10.366595+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:10.472031+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:10.620889+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:10.670553+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:10.737434+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:10.949398+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:10.995767+00:00,BEARISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:11.289544+00:00,BULLISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:11.388033+00:00,BULLISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:11.454080+00:00,BULLISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:11.535931+00:00,BULLISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:11.642385+00:00,BULLISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:11.696953+00:00,BULLISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:11.775936+00:00,BULLISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:11.832684+00:00,BULLISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:11.898030+00:00,BULLISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:12.037584+00:00,BULLISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:12.136336+00:00,BULLISH,in_market_mover,28.45,BEARISH,5000.0
2026-05-10T10:55:13.995532+00:00,BULLISH,in_market_mover,26.71,BEARISH,4999.9839
2026-05-10T10:55:14.316579+00:00,BEARISH,in_market_mover,26.71,BEARISH,4999.9839
2026-05-10T10:55:14.382126+00:00,BEARISH,in_market_mover,26.71,BEARISH,4999.9839
2026-05-10T10:55:14.430103+00:00,BEARISH,in_market_mover,26.71,BEARISH,4999.9839
2026-05-10T10:55:14.501350+00:00,BEARISH,in_market_mover,26.71,BEARISH,4999.9839
2026-05-10T10:55:15.585741+00:00,BEARISH,in_market_mover,19.24,BEARISH,4999.9678
2026-05-10T10:55:15.648992+00:00,BEARISH,in_market_mover,19.24,BEARISH,4999.9678
2026-05-10T10:55:15.718829+00:00,BEARISH,in_market_mover,19.24,BEARISH,4999.9678
2026-05-10T10:55:15.814117+00:00,BEARISH,in_market_mover,19.24,BEARISH,4999.9678
2026-05-10T10:55:15.874644+00:00,BEARISH,in_market_mover,19.24,BEARISH,4999.9678
2026-05-10T10:55:16.222976+00:00,BULLISH,in_market_mover,19.24,BEARISH,4999.9678
2026-05-10T10:55:16.276729+00:00,BULLISH,in_market_mover,19.24,BEARISH,4999.9678
2026-05-10T10:55:17.040969+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:17.122115+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:17.231970+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:17.335457+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:17.503020+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:17.555104+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:17.641411+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:17.787380+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:19.029158+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:19.156511+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:19.220300+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:19.274721+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:19.338467+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:19.400235+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:19.464488+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:19.535877+00:00,BEARISH,in_market_mover,18.96,BEARISH,4999.9678
2026-05-10T10:55:20.023243+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.080824+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.143631+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.206470+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.274267+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.325949+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.412212+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.463290+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.521107+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.576302+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.653382+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.706166+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.761634+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.819014+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:20.894340+00:00,BULLISH,in_market_mover,29.31,BEARISH,4999.9678
2026-05-10T10:55:22.617979+00:00,BULLISH,in_market_mover,32.35,BEARISH,4999.9678
2026-05-10T10:55:22.744160+00:00,BULLISH,in_market_mover,32.35,BEARISH,4999.9678
2026-05-10T10:55:24.328727+00:00,BULLISH,in_market_mover,32.35,BEARISH,4999.9678
2026-05-10T10:55:24.481092+00:00,BULLISH,in_market_mover,32.35,BEARISH,4999.9678
2026-05-10T10:55:24.570228+00:00,BULLISH,in_market_mover,32.35,BEARISH,4999.9678
2026-05-10T10:55:24.636065+00:00,BULLISH,in_market_mover,32.35,BEARISH,4999.9678
2026-05-10T10:55:24.752800+00:00,BULLISH,in_market_mover,32.35,BEARISH,4999.9678
2026-05-10T10:55:24.855549+00:00,BULLISH,in_market_mover,32.35,BEARISH,4999.9678
2026-05-10T10:55:24.992070+00:00,BULLISH,in_market_mover,32.35,BEARISH,4999.9678
2026-05-10T10:55:25.115024+00:00,BULLISH,in_market_mover,36.57,BULLISH,4999.9678
2026-05-10T10:55:25.216951+00:00,BULLISH,in_market_mover,36.57,BULLISH,4999.9678
2026-05-10T10:55:27.096612+00:00,BULLISH,in_market_mover,48.86,BULLISH,4999.9521
2026-05-10T10:55:27.182050+00:00,BULLISH,in_market_mover,48.86,BULLISH,4999.9521
2026-05-10T10:55:27.515097+00:00,BULLISH,in_market_mover,48.86,BULLISH,4999.9521
2026-05-10T10:55:27.566189+00:00,BULLISH,in_market_mover,48.86,BULLISH,4999.9521
2026-05-10T10:55:27.613738+00:00,BULLISH,in_market_mover,48.86,BULLISH,4999.9521
2026-05-10T10:55:27.673318+00:00,BULLISH,in_market_mover,48.86,BULLISH,4999.9521
2026-05-10T10:55:27.726921+00:00,BULLISH,in_market_mover,48.86,BULLISH,4999.9521
2026-05-10T10:55:27.779460+00:00,BULLISH,in_market_mover,48.86,BULLISH,4999.9521
2026-05-10T10:55:27.843928+00:00,BULLISH,in_market_mover,48.86,BULLISH,4999.9521
2026-05-10T10:55:27.914084+00:00,BULLISH,in_market_mover,48.86,BULLISH,4999.9521
2026-05-10T10:55:27.971033+00:00,BULLISH,in_market_mover,48.86,BULLISH,4999.9521
2026-05-10T10:55:29.836035+00:00,BULLISH,in_market_mover,49.01,BULLISH,4999.9521
2026-05-10T10:55:30.799024+00:00,BULLISH,in_market_mover,48.51,BULLISH,4999.9377
2026-05-10T10:55:30.851161+00:00,BULLISH,in_market_mover,48.51,BULLISH,4999.9377
2026-05-10T10:55:30.924179+00:00,BULLISH,in_market_mover,48.51,BULLISH,4999.9377
2026-05-10T10:55:30.980112+00:00,BULLISH,in_market_mover,48.51,BULLISH,4999.9377
2026-05-10T10:55:31.108595+00:00,BULLISH,in_market_mover,48.51,BULLISH,4999.9377
2026-05-10T10:55:31.163737+00:00,BULLISH,in_market_mover,48.51,BULLISH,4999.9377
2026-05-10T10:55:32.693457+00:00,BULLISH,in_market_mover,57.96,BULLISH,4999.9377
2026-05-10T10:55:32.748059+00:00,BULLISH,in_market_mover,57.96,BULLISH,4999.9377
2026-05-10T10:55:32.795813+00:00,BULLISH,in_market_mover,57.96,BULLISH,4999.9377
2026-05-10T10:55:32.838560+00:00,BULLISH,in_market_mover,57.96,BULLISH,4999.9377
2026-05-10T10:55:32.912085+00:00,BULLISH,in_market_mover,57.96,BULLISH,4999.9377
2026-05-10T10:55:32.973279+00:00,BULLISH,in_market_mover,57.96,BULLISH,4999.9377
2026-05-10T10:55:33.028150+00:00,BULLISH,in_market_mover,57.96,BULLISH,4999.9377
2026-05-10T10:55:33.089185+00:00,BULLISH,in_market_mover,57.96,BULLISH,4999.9377
2026-05-10T10:55:33.169383+00:00,BULLISH,in_market_mover,57.96,BULLISH,4999.9377
2026-05-10T10:55:33.257007+00:00,BULLISH,in_market_mover,57.96,BULLISH,4999.9377
2026-05-10T10:55:35.326641+00:00,BULLISH,in_market_mover,68.73,BULLISH,4999.9377
2026-05-10T10:55:35.384519+00:00,BULLISH,in_market_mover,68.73,BULLISH,4999.9377
2026-05-10T10:55:35.467008+00:00,BULLISH,in_market_mover,68.73,BULLISH,4999.9377
2026-05-10T10:55:35.526092+00:00,BULLISH,in_market_mover,68.73,BULLISH,4999.9377
2026-05-10T10:55:35.603139+00:00,BULLISH,in_market_mover,68.73,BULLISH,4999.9377
2026-05-10T10:55:35.757256+00:00,BULLISH,in_market_mover,68.73,BULLISH,4999.9377
2026-05-10T10:55:35.808521+00:00,BULLISH,in_market_mover,68.73,BULLISH,4999.9377
2026-05-10T10:55:35.858008+00:00,BULLISH,in_market_mover,68.73,BULLISH,4999.9377
2026-05-10T10:55:35.912002+00:00,BULLISH,in_market_mover,68.73,BULLISH,4999.9377
2026-05-10T10:55:36.817850+00:00,BULLISH,in_market_mover,60.38,BULLISH,4999.9377
2026-05-10T10:55:36.877653+00:00,BULLISH,in_market_mover,60.38,BULLISH,4999.9377
2026-05-10T10:55:36.930128+00:00,BULLISH,in_market_mover,60.38,BULLISH,4999.9377
2026-05-10T10:55:36.980485+00:00,BULLISH,in_market_mover,60.38,BULLISH,4999.9377
2026-05-10T10:55:37.032769+00:00,BULLISH,in_market_mover,60.38,BULLISH,4999.9377
2026-05-10T10:55:38.595050+00:00,BULLISH,in_market_mover,58.24,BULLISH,5000.0044
2026-05-10T10:55:38.650672+00:00,BULLISH,in_market_mover,58.24,BULLISH,5000.0044
2026-05-10T10:55:38.694549+00:00,BULLISH,in_market_mover,58.24,BULLISH,5000.0044
2026-05-10T10:55:38.747052+00:00,BULLISH,in_market_mover,58.24,BULLISH,5000.0044
2026-05-10T10:55:38.805901+00:00,BULLISH,in_market_mover,58.24,BULLISH,5000.0044
2026-05-10T10:55:39.196041+00:00,BULLISH,in_market_mover,58.24,BULLISH,5000.0044
2026-05-10T10:55:39.244875+00:00,BULLISH,in_market_mover,58.24,BULLISH,5000.0044
2026-05-10T10:55:40.274865+00:00,BULLISH,in_market_mover,53.07,BULLISH,5000.0044
2026-05-10T10:55:40.345075+00:00,BULLISH,in_market_mover,53.07,BULLISH,5000.0044
2026-05-10T10:55:40.776392+00:00,BULLISH,in_market_mover,53.07,BULLISH,4999.9897
2026-05-10T10:55:41.892930+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:41.958216+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:42.026534+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:42.597530+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:42.673713+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:42.728038+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:42.792235+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:42.842563+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:42.892187+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:42.938317+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:43.123398+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:43.187534+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:43.238986+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:43.294290+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:43.350586+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:43.405301+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:43.454196+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:43.502640+00:00,BULLISH,in_market_mover,63.78,BULLISH,4999.9897
2026-05-10T10:55:43.573409+00:00,BULLISH,in_market_mover,62.07,BEARISH,4999.9897
2026-05-10T10:55:44.960446+00:00,BULLISH,in_market_mover,62.07,BEARISH,4999.9738
2026-05-10T10:55:45.061108+00:00,BULLISH,in_market_mover,62.07,BEARISH,4999.9738
2026-05-10T10:55:45.174951+00:00,BULLISH,in_market_mover,62.07,BEARISH,4999.9738
2026-05-10T10:55:45.303836+00:00,BULLISH,in_market_mover,62.07,BEARISH,4999.9738
2026-05-10T10:55:45.571514+00:00,BULLISH,in_market_mover,62.07,BEARISH,4999.9738
2026-05-10T10:55:45.685609+00:00,BULLISH,in_market_mover,62.07,BEARISH,4999.9738
